CASE_NO,ACCD_TP,Sub_bur,Eve_time,YEAR,MONTH,HOUR,Two_HOUR,Three_HOUR,WEEKDAY,Distr,Num_casual,Num_wound,Weather,Light_condition,Road_category,Speed_limit,Road_type,Acc_location,Pavement_con,Signal_classfication,Accident_type,Sex,AGE,Protect_equip,Mobile,Car_type,Move_type,Qualified,Alcohol
C8015355,2,C8,9708031920,97,8,19,10,7,7,106,0,1,3,2,2,50,1,1,2,2,15,1,6,1,1,4,9,1,1
C8015355,2,C8,9708031920,97,8,19,10,7,7,106,0,1,3,2,2,50,1,1,2,2,15,1,8,1,1,6,9,1,1
CE103086,2,CE,9708020845,97,8,8,5,3,6,116,0,1,3,1,2,50,1,1,2,2,3,2,7,4,3,8,20,3,1
CH041110,2,CH,9708022200,97,8,22,12,8,6,115,0,1,3,2,2,50,1,1,2,4,16,1,3,1,1,6,9,1,1
CH041111,2,CH,9708032155,97,8,21,11,8,7,115,0,2,3,2,2,50,1,1,2,4,16,2,3,1,1,6,9,1,1
CH041111,2,CH,9708032155,97,8,21,11,8,7,115,0,2,3,2,2,50,1,1,2,4,16,2,3,1,3,8,20,3,2
CE045764,2,CE,9708020820,97,8,8,5,3,6,116,0,2,3,1,2,50,1,1,2,1,10,1,4,1,1,6,9,1,1
C9016339,2,C9,9708031920,97,8,19,10,7,7,100,0,1,3,2,2,50,1,1,2,1,15,2,4,1,1,6,1,2,1
CI027976,2,CI,9707301330,97,7,13,7,5,3,110,0,1,3,1,2,50,2,4,2,4,12,1,1,4,3,8,20,3,2
C5001092,2,C5,9708050656,97,8,6,4,3,2,103,0,1,3,1,2,50,1,1,2,1,15,1,4,1,1,3,9,1,1
C5001092,2,C5,9708050656,97,8,6,4,3,2,103,0,1,3,1,2,50,1,1,2,1,15,2,8,1,1,6,9,1,1
CI027783,2,CI,9708050930,97,8,9,5,4,2,110,0,1,3,1,2,50,1,1,2,2,9,2,4,4,3,8,20,3,2
CI028351,2,CI,9708050812,97,8,8,5,3,2,110,0,1,3,1,2,50,1,1,2,1,12,1,5,1,1,3,6,1,1
CI028351,2,CI,9708050812,97,8,8,5,3,2,110,0,1,3,1,2,50,1,1,2,1,12,1,4,1,1,6,9,1,1
C8015352,2,C8,9708051040,97,8,10,6,4,2,106,0,2,3,1,2,50,2,4,2,4,12,2,3,1,1,6,9,1,1
C8015352,2,C8,9708051040,97,8,10,6,4,2,106,0,2,3,1,2,50,2,4,2,4,12,2,3,1,1,6,9,1,1
CG100024,2,CG,9708050840,97,8,8,5,3,2,114,0,1,3,1,2,50,1,1,2,2,12,1,6,1,1,3,8,1,1
CG100024,2,CG,9708050840,97,8,8,5,3,2,114,0,1,3,1,2,50,1,1,2,2,12,2,3,1,1,6,9,1,1
CC030924,2,CC,9708030130,97,8,1,1,1,7,111,0,1,3,2,2,50,1,1,2,2,10,1,5,1,1,4,9,1,1
CG100211,2,CG,9708020940,97,8,9,5,4,6,114,0,1,3,1,2,50,1,1,2,2,16,1,7,1,4,6,6,1,1
C8015549,2,C8,9708051000,97,8,10,6,4,2,106,0,3,3,1,2,40,1,1,2,3,15,2,7,4,3,7,9,3,2
C8015549,2,C8,9708051000,97,8,10,6,4,2,106,0,3,3,1,2,40,1,1,2,3,15,2,3,4,3,8,20,3,2
C7100166,2,C7,9708031940,97,8,19,10,7,7,104,0,3,3,2,2,50,1,1,2,4,16,1,3,1,1,6,9,1,1
CI027383,2,CI,9707272209,97,7,22,12,8,7,110,0,2,1,2,2,40,1,1,1,4,15,1,3,1,1,6,9,1,1
CG044406,2,CG,9707310830,97,7,8,5,3,4,114,0,2,3,1,2,50,1,1,2,4,15,1,5,1,1,3,9,1,1
CE103204,2,CE,9707312305,97,7,23,12,8,4,116,0,4,3,2,2,50,1,1,2,2,12,1,2,1,1,6,9,1,1
CD101777,2,CD,9707300835,97,7,8,5,3,3,112,0,2,3,1,2,60,2,5,2,4,13,2,3,1,4,6,9,1,1
CG044412,2,CG,9708040615,97,8,6,4,3,1,114,0,1,3,1,2,50,1,1,2,3,15,1,6,1,1,4,9,1,1
CG044412,2,CG,9708040615,97,8,6,4,3,1,114,0,1,3,1,2,50,1,1,2,3,15,1,6,1,1,3,9,1,1
CD102171,2,CD,9707071310,97,7,13,7,5,1,112,0,1,3,1,2,50,2,4,2,4,12,1,5,1,1,4,11,1,1
CD102171,2,CD,9707071310,97,7,13,7,5,1,112,0,1,3,1,2,50,2,4,2,4,12,1,3,1,1,6,9,4,2
CA018893,2,CA,9707141250,97,7,12,7,5,1,100,0,2,3,1,2,50,1,1,2,1,15,1,5,1,1,4,9,2,1
CB022935,2,CB,9708061325,97,8,13,7,5,3,105,0,1,3,1,2,40,1,1,2,4,15,1,3,1,1,6,9,1,1
CC030396,2,CC,9707290728,97,7,7,4,3,2,111,0,1,1,1,2,50,4,4,1,4,12,1,4,1,1,1,6,1,1
CI027754,2,CI,9707241008,97,7,10,6,4,4,110,0,1,3,1,2,40,1,1,2,4,16,2,3,1,1,6,6,1,1
C8015461,2,C8,9708041000,97,8,10,6,4,1,106,0,1,3,1,2,50,2,4,2,4,17,2,6,1,1,4,8,1,1
C8015461,2,C8,9708041000,97,8,10,6,4,1,106,0,1,3,1,2,50,2,4,2,4,17,1,3,1,1,6,7,1,1
CC030943,2,CC,9712230915,97,12,9,5,4,2,111,0,1,2,1,2,50,2,3,2,4,17,1,6,1,1,6,9,1,1
CA100735,2,CA,9712291010,97,12,10,6,4,1,100,0,1,1,1,2,50,1,1,1,4,12,1,8,4,3,7,9,3,2
CF100975,2,CF,9712291212,97,12,12,7,5,1,116,0,1,1,1,2,50,1,1,1,4,17,2,4,1,1,6,9,1,1
C8109793,2,C8,9712291400,97,12,14,8,5,1,106,0,1,1,1,2,50,1,1,1,1,17,1,4,1,1,6,9,1,1
C5100356,2,C5,9712291105,97,12,11,6,4,1,103,0,1,2,1,2,50,1,1,2,1,13,1,3,1,1,3,14,1,1
CC101987,2,CC,9712291240,97,12,12,7,5,1,111,0,2,1,1,2,50,1,1,1,4,12,1,3,1,1,3,6,1,1
C5100356,2,C5,9712291105,97,12,11,6,4,1,103,0,1,2,1,2,50,1,1,2,1,13,1,2,1,1,6,9,1,1
CC101987,2,CC,9712291240,97,12,12,7,5,1,111,0,2,1,1,2,50,1,1,1,4,12,2,7,4,3,8,20,3,1
C5100357,2,C5,9712291224,97,12,12,7,5,1,103,0,1,2,1,2,50,1,1,2,1,12,1,4,1,1,6,9,1,1
CB024324,2,CB,9712291250,97,12,12,7,5,1,105,0,2,1,1,2,50,2,4,1,2,3,2,8,4,3,8,16,3,2
CB024324,2,CB,9712291250,97,12,12,7,5,1,105,0,2,1,1,2,50,2,4,1,2,3,1,8,4,3,8,16,3,2
C6103846,2,C6,9712221800,97,12,18,10,7,1,108,0,1,2,2,2,50,1,1,2,2,16,1,6,1,1,4,5,1,1
C9101184,2,C9,9712291300,97,12,13,7,5,1,100,0,2,1,1,2,50,2,2,1,4,12,2,3,4,3,8,20,3,1
C8109791,2,C8,9712281640,97,12,16,9,6,7,106,0,1,3,1,2,50,1,1,2,1,17,1,2,1,1,6,9,1,1
CE102293,2,CE,9712210950,97,12,9,5,4,7,116,0,1,3,1,2,50,2,4,2,4,12,1,2,1,1,6,9,1,1
C6103840,2,C6,9712291450,97,12,14,8,5,1,108,0,1,1,1,2,50,2,4,1,4,12,2,4,1,1,6,9,1,1
C8109792,2,C8,9712291210,97,12,12,7,5,1,106,0,1,2,1,2,40,1,1,2,4,16,2,3,1,1,6,9,1,1
C6104249,2,C6,9712291435,97,12,14,8,5,1,108,0,1,1,1,2,50,1,1,1,1,17,1,6,1,1,4,15,1,1
C6104249,2,C6,9712291435,97,12,14,8,5,1,108,0,1,1,1,2,50,1,1,1,1,17,1,6,1,1,6,9,1,1
CC102734,2,CC,9712261508,97,12,15,8,6,5,111,0,2,3,1,2,50,1,1,2,2,15,1,6,1,1,4,9,1,1
CC102181,2,CC,9712241640,97,12,16,9,6,3,111,0,1,3,1,2,50,4,8,2,4,17,2,8,4,3,7,15,3,1
C7103317,2,C7,9712262125,97,12,21,11,8,5,104,0,1,3,2,2,50,1,1,2,4,17,1,4,1,1,3,5,1,1
C5100140,2,C5,9712291643,97,12,16,9,6,1,103,0,1,1,1,2,50,1,1,1,4,16,1,4,1,1,3,5,1,1
C5100140,2,C5,9712291643,97,12,16,9,6,1,103,0,1,1,1,2,50,1,1,1,4,16,2,8,1,1,6,9,1,1
CI029608,2,CI,9712212200,97,12,22,12,8,7,110,0,1,1,2,2,50,1,1,1,4,16,1,3,1,1,6,9,1,1
C7102375,2,C7,9712291420,97,12,14,8,5,1,104,0,2,1,1,2,50,2,4,1,4,16,1,4,1,1,3,1,1,1
C7102375,2,C7,9712291420,97,12,14,8,5,1,104,0,2,1,1,2,50,2,4,1,4,16,1,3,1,1,6,9,1,1
C7102375,2,C7,9712291420,97,12,14,8,5,1,104,0,2,1,1,2,50,2,4,1,4,16,2,3,4,3,8,20,3,2
CI106541,2,CI,9712291620,97,12,16,9,6,1,110,0,2,1,1,2,50,2,6,1,4,13,2,5,1,1,6,9,1,1
CI106541,2,CI,9712291620,97,12,16,9,6,1,110,0,2,1,1,2,50,2,6,1,4,13,2,4,1,1,6,9,1,1
C8104314,2,C8,9712221525,97,12,15,8,6,1,106,0,1,1,1,2,50,1,1,1,4,16,1,4,1,1,3,6,1,1
CA100727,2,CA,9712220735,97,12,7,4,3,1,100,0,1,3,1,2,50,1,1,2,3,15,2,6,1,1,6,9,4,1
C7103324,2,C7,9712291815,97,12,18,10,7,1,104,0,3,1,2,2,50,1,1,1,4,15,1,6,1,1,6,9,1,1
C7103324,2,C7,9712291815,97,12,18,10,7,1,104,0,3,1,2,2,50,1,1,1,4,15,1,3,1,1,6,9,1,1
C7103324,2,C7,9712291815,97,12,18,10,7,1,104,0,3,1,2,2,50,1,1,1,4,15,2,4,4,3,8,20,3,1
C6103845,2,C6,9712210840,97,12,8,5,3,7,108,0,2,3,1,2,50,4,4,2,4,12,1,4,1,1,6,5,1,1
C6103845,2,C6,9712210840,97,12,8,5,3,7,108,0,2,3,1,2,50,4,4,2,4,12,1,2,1,1,6,5,1,1
C6104153,2,C6,9712291845,97,12,18,10,7,1,108,0,1,1,2,2,40,4,5,1,4,13,1,4,1,1,6,5,1,1
C5000873,2,C5,9702221450,97,2,14,8,5,5,103,0,1,2,1,2,50,2,4,2,4,12,2,3,1,1,6,9,1,1
CG041436,2,CG,9702232040,97,2,20,11,7,6,114,0,1,1,2,2,50,1,1,1,4,15,1,4,1,1,3,9,2,1
CG041436,2,CG,9702232040,97,2,20,11,7,6,114,0,1,1,2,2,50,1,1,1,4,15,2,3,1,3,8,20,3,2
C7006982,2,C7,9702240600,97,2,6,4,3,7,104,0,1,2,2,2,50,2,4,2,4,12,1,6,1,1,3,9,1,1
C5000751,2,C5,9702160430,97,2,4,3,2,6,103,0,1,3,2,2,50,1,1,2,3,16,1,4,1,1,2,15,4,2
C6003154,2,C6,9702162205,97,2,22,12,8,6,108,0,1,3,2,2,50,1,1,2,2,13,1,5,1,1,6,21,4,2
CA018258,2,CA,9702231100,97,2,11,6,4,6,100,0,1,2,1,2,50,1,1,1,4,16,2,5,1,1,6,9,1,1
C7007510,2,C7,9702240830,97,2,8,5,3,7,104,0,1,3,1,2,50,1,1,2,2,3,1,9,4,1,8,16,4,1
CH040999,2,CH,9702162240,97,2,22,12,8,6,115,0,2,3,2,2,50,1,1,2,2,12,1,3,1,1,6,15,4,2
C6003134,2,C6,9702232335,97,2,23,12,8,6,108,0,2,1,2,2,40,2,5,1,4,16,1,3,1,1,6,9,1,1
CE037602,2,CE,9702232250,97,2,22,12,8,6,116,0,1,1,2,2,50,1,6,1,4,12,2,8,1,1,6,9,1,1
CB019604,2,CB,9702231700,97,2,17,9,6,6,105,0,1,1,2,2,50,2,7,1,4,3,2,3,4,3,8,16,3,2
C8012071,2,C8,9702240940,97,2,9,5,4,7,106,0,1,2,1,2,40,2,4,2,4,12,1,8,1,1,6,9,1,1
C5000529,2,C5,9702290840,97,2,8,5,3,5,103,0,1,3,1,2,50,1,1,2,4,13,1,5,1,1,4,9,1,1
C8012069,2,C8,9702230130,97,2,1,1,1,6,106,0,2,2,2,2,50,1,1,2,2,12,1,4,1,1,6,9,1,1
C8011630,2,C8,9702240330,97,2,3,2,2,7,106,0,1,1,2,2,50,1,1,1,2,16,1,5,1,1,4,6,1,1
C7007871,2,C7,9702240855,97,2,8,5,3,7,104,0,1,2,1,2,40,1,1,2,1,16,1,5,1,1,1,5,1,1
CG043960,2,CG,9702241050,97,2,10,6,4,7,114,0,1,2,1,2,50,1,1,2,3,15,1,6,1,1,3,9,1,1
C7007871,2,C7,9702240855,97,2,8,5,3,7,104,0,1,2,1,2,40,1,1,2,1,16,1,3,1,1,6,9,1,1
CA018487,2,CA,9703310800,97,3,8,5,3,1,100,0,2,2,1,2,50,1,1,2,2,17,1,5,3,4,3,13,1,1
C5001286,2,C5,9702241350,97,2,13,7,5,7,103,0,2,2,1,2,40,1,1,2,1,16,1,3,1,1,6,1,1,1
CC030117,2,CC,9702241440,97,2,14,8,5,7,111,0,1,2,1,2,50,2,6,2,4,17,1,5,1,1,6,9,1,1
CG042512,2,CG,9702220841,97,2,8,5,3,5,114,0,2,3,1,2,50,2,4,2,4,3,2,3,4,1,8,16,3,1
CE037567,2,CE,9702221050,97,2,10,6,4,5,116,0,1,3,1,2,40,4,4,2,4,17,1,4,1,1,3,13,4,2
C9016037,2,C9,9701191300,97,1,13,7,5,6,100,0,2,3,1,2,50,2,4,2,4,12,1,5,1,1,6,9,1,1
CG044114,2,CG,9702140840,97,2,8,5,3,4,114,0,1,2,1,2,50,1,1,2,2,13,1,4,1,1,6,5,4,2
C6005302,2,C6,9702110000,97,2,0,1,1,1,108,0,1,2,2,2,50,1,1,1,2,16,1,5,1,1,4,9,1,2
C8011960,2,C8,9702141345,97,2,13,7,5,4,106,0,2,1,1,2,50,1,1,1,1,16,2,3,1,1,6,15,4,2
CG044053,2,CG,9702171530,97,2,15,8,6,7,114,0,1,1,1,2,40,1,1,1,4,16,1,4,1,1,6,15,4,2
CA018248,2,CA,9702130830,97,2,8,5,3,3,100,0,1,2,1,2,50,2,4,2,4,17,1,7,3,4,4,13,4,2
CA018134,2,CA,9702051905,97,2,19,10,7,2,100,0,1,1,2,2,50,1,7,1,1,3,1,5,1,1,6,9,4,2
C6005340,2,C6,9702142312,97,2,23,12,8,4,108,0,2,1,2,2,50,1,4,1,2,13,1,4,1,1,3,21,4,2
CB020257,2,CB,9702150907,97,2,9,5,4,5,105,0,1,2,1,2,50,1,1,2,1,12,2,4,1,1,3,15,4,2
C6003104,2,C6,9702141915,97,2,19,10,7,4,108,0,2,1,2,2,40,2,4,1,4,17,1,6,1,1,4,15,4,2
CC030563,2,CC,9708041205,97,8,12,7,5,1,111,0,1,3,1,2,40,2,2,2,4,12,1,8,1,1,6,9,2,1
CE103183,2,CE,9708071300,97,8,13,7,5,4,116,0,2,3,1,2,50,1,1,2,1,11,1,4,1,1,3,5,1,1
CG044311,2,CG,9708071320,97,8,13,7,5,4,114,0,2,3,1,2,70,1,1,2,1,16,2,4,1,1,3,5,1,1
CG044311,2,CG,9708071320,97,8,13,7,5,4,114,0,2,3,1,2,70,1,1,2,1,16,1,5,1,1,3,9,1,1
C7100364,2,C7,9707311420,97,7,14,8,5,4,104,0,2,3,1,2,50,1,1,2,4,11,2,4,1,1,6,9,1,1
CG043817,2,CG,9706261335,97,6,13,7,5,4,114,0,2,3,1,2,50,1,1,2,3,17,2,4,1,1,3,9,1,1
CG044412,2,CG,9708040615,97,8,6,4,3,1,114,0,1,3,1,2,50,1,1,2,3,15,2,6,4,3,8,20,3,2
CG044528,2,CG,9707310820,97,7,8,5,3,4,114,0,1,3,1,2,40,4,4,2,4,12,2,5,1,1,3,6,1,1
C6004853,2,C6,9707302155,97,7,21,11,8,3,108,0,2,2,2,2,40,2,5,2,4,11,1,1,1,1,6,4,2,1
C7010324,2,C7,9707300810,97,7,8,5,3,3,104,0,1,3,1,2,40,1,1,2,4,12,1,6,1,1,3,6,4,1
C5103844,2,C5,9707302220,97,7,22,12,8,3,103,0,1,3,2,2,30,1,1,2,3,16,1,4,1,4,3,5,1,1
CE100772,2,CE,9707310020,97,7,0,1,1,4,116,0,1,3,2,2,40,1,1,2,3,17,1,4,1,1,3,9,1,2
CG044835,2,CG,9707310855,97,7,8,5,3,4,114,0,1,3,1,2,50,2,4,2,4,12,2,4,1,1,6,9,1,1
C8015544,2,C8,9707311310,97,7,13,7,5,4,106,0,1,3,1,2,50,2,4,2,4,12,2,5,1,1,3,13,1,1
C6004853,2,C6,9707302155,97,7,21,11,8,3,108,0,2,2,2,2,40,2,5,2,4,11,1,4,1,1,6,9,1,1
C7010020,2,C7,9707240800,97,7,8,5,3,4,104,0,1,3,1,2,50,2,4,2,4,16,1,4,1,1,3,14,1,1
C8015380,2,C8,9707311350,97,7,13,7,5,4,106,0,1,3,1,2,50,1,1,2,2,16,1,3,1,1,4,9,1,1
CF100011,2,CF,9707171900,97,7,19,10,7,4,116,0,1,1,2,2,50,1,1,1,4,13,1,5,1,1,4,9,1,1
C7100301,2,C7,9707311000,97,7,10,6,4,4,104,0,1,3,1,2,50,1,1,2,1,12,1,5,1,1,4,8,1,1
C8014108,2,C8,9707070900,97,7,9,5,4,1,106,0,2,3,1,2,50,1,1,2,4,16,2,3,1,1,6,9,2,1
C8015223,2,C8,9707311640,97,7,16,9,6,4,106,0,1,1,1,2,50,1,1,1,1,12,1,7,1,1,4,5,1,1
C6100732,2,C6,9707310745,97,7,7,4,3,4,108,0,1,3,1,2,50,2,4,2,4,17,1,4,1,1,6,9,1,1
CF100346,2,CF,9707251715,97,7,17,9,6,5,116,0,4,3,1,2,50,1,1,2,1,13,1,3,1,1,6,12,1,1
CA019044,2,CA,9707240820,97,7,8,5,3,4,100,0,1,3,1,2,50,1,1,2,4,9,1,4,1,1,3,6,1,1
C7100017,2,C7,9708041115,97,8,11,6,4,1,104,0,1,3,1,2,50,4,6,2,4,9,1,6,4,3,8,20,3,1
CG042094,2,CG,9708010625,97,8,6,4,3,5,114,0,1,3,1,2,50,4,4,2,4,11,1,6,1,1,3,9,1,2
C6004910,2,C6,9708052105,97,8,21,11,8,2,108,0,1,3,2,2,50,1,1,2,1,3,2,1,4,3,8,16,3,1
C8014970,2,C8,9708051930,97,8,19,10,7,2,106,0,1,3,2,2,40,2,4,2,4,17,2,4,4,3,8,20,3,2
CG044935,2,CG,9708052120,97,8,21,11,8,2,114,0,2,3,2,2,50,2,4,2,4,12,2,3,1,1,6,9,1,1
CG044935,2,CG,9708052120,97,8,21,11,8,2,114,0,2,3,2,2,50,2,4,2,4,12,2,3,4,3,8,20,3,1
CG044308,2,CG,9708051910,97,8,19,10,7,2,114,0,1,3,2,2,50,1,1,2,1,13,2,6,1,1,3,9,1,1
CG044308,2,CG,9708051910,97,8,19,10,7,2,114,0,1,3,2,2,50,1,1,2,1,13,1,4,1,1,6,9,1,1
C6004643,2,C6,9708052240,97,8,22,12,8,2,108,0,1,3,2,2,40,2,4,2,4,2,1,3,1,1,6,9,1,1
C6004643,2,C6,9708052240,97,8,22,12,8,2,108,0,1,3,2,2,40,2,4,2,4,2,2,8,4,3,8,20,3,1
CC030743,2,CC,9708060030,97,8,0,1,1,3,111,0,1,2,2,2,50,1,1,2,1,17,1,3,1,1,6,9,1,1
CA019151,2,CA,9708060004,97,8,0,1,1,3,100,0,1,3,2,2,50,1,1,2,4,16,1,2,1,1,6,9,1,1
CA019151,2,CA,9708060004,97,8,0,1,1,3,100,0,1,3,2,2,50,1,1,2,4,16,1,5,1,1,4,14,1,1
C8014308,2,C8,9708052020,97,8,20,11,7,2,106,0,1,3,2,2,40,1,1,2,4,3,1,6,1,1,3,5,1,1
C8014308,2,C8,9708052020,97,8,20,11,7,2,106,0,1,3,2,2,40,1,1,2,4,3,1,5,4,3,8,20,3,1
CD101999,2,CD,9712291708,97,12,17,9,6,1,112,0,2,2,2,2,50,1,1,1,4,15,2,5,1,1,6,9,1,1
C6104048,2,C6,9712290950,97,12,9,5,4,1,108,0,2,2,1,2,50,2,2,2,4,12,1,2,1,1,6,4,1,1
C6104048,2,C6,9712290950,97,12,9,5,4,1,108,0,2,2,1,2,50,2,2,2,4,12,1,3,1,1,6,9,1,1
C6104250,2,C6,9712291820,97,12,18,10,7,1,108,0,1,1,2,2,50,1,1,1,4,17,1,3,1,1,6,9,1,1
CD103252,2,CD,9712292140,97,12,21,11,8,1,112,0,1,1,2,2,50,1,1,1,2,11,2,4,1,4,6,5,1,1
CD103252,2,CD,9712292140,97,12,21,11,8,1,112,0,1,1,2,2,50,1,1,1,2,11,2,6,1,4,3,9,1,1
C7103429,2,C7,9712292330,97,12,23,12,8,1,104,0,1,1,2,2,50,2,4,1,1,13,2,3,1,1,6,9,1,1
C7103429,2,C7,9712292330,97,12,23,12,8,1,104,0,1,1,2,2,50,2,4,1,1,13,1,3,1,1,3,14,4,1
C9101214,2,C9,9712292215,97,12,22,12,8,1,100,0,1,1,2,2,50,1,1,1,1,17,1,4,1,1,6,9,1,1
C9100879,2,C9,9712300140,97,12,1,1,1,2,100,0,1,1,2,2,50,1,1,1,1,15,1,3,1,1,6,9,1,1
CE101492,2,CE,9712300120,97,12,1,1,1,2,116,0,1,1,2,2,50,2,2,1,4,12,2,3,1,1,6,9,1,1
CI029520,2,CI,9712291910,97,12,19,10,7,1,110,0,3,1,2,2,50,1,1,1,2,17,1,3,1,1,6,9,1,1
CI029520,2,CI,9712291910,97,12,19,10,7,1,110,0,3,1,2,2,50,1,1,1,2,17,1,1,4,3,8,20,3,2
C7102753,2,C7,9712300240,97,12,2,2,1,2,104,0,1,1,2,2,50,1,1,1,2,9,2,4,4,3,8,20,3,2
CI029520,2,CI,9712291910,97,12,19,10,7,1,110,0,3,1,2,2,50,1,1,1,2,17,2,1,4,3,8,20,3,2
CA100598,2,CA,9712292200,97,12,22,12,8,1,100,0,1,1,2,2,50,1,1,1,2,15,1,3,1,1,6,9,1,1
CD103692,2,CD,9712292115,97,12,21,11,8,1,112,0,1,1,2,2,40,1,1,1,4,16,1,5,1,4,6,5,1,1
CD103692,2,CD,9712292115,97,12,21,11,8,1,112,0,1,1,2,2,40,1,1,1,4,16,2,3,1,4,6,9,1,1
C6104392,2,C6,9712261430,97,12,14,8,5,5,108,0,1,3,1,2,50,2,4,2,4,12,1,5,1,1,3,7,1,1
CD103281,2,CD,9712252350,97,12,23,12,8,4,112,0,1,3,2,2,50,1,1,2,4,15,1,4,1,1,3,1,1,1
C8101430,2,C8,9712260845,97,12,8,5,3,5,106,0,1,3,1,2,30,1,1,2,4,15,1,5,1,1,3,9,1,1
C8101430,2,C8,9712260845,97,12,8,5,3,5,106,0,1,3,1,2,30,1,1,2,4,15,1,4,1,1,6,12,1,1
CF100973,2,CF,9712271400,97,12,14,8,5,6,116,0,2,3,1,2,50,1,1,2,4,16,1,6,1,1,6,9,1,1
CC100230,2,CC,9712291020,97,12,10,6,4,1,111,0,1,1,1,1,40,1,1,1,4,15,1,3,1,1,6,9,1,1
CC102733,2,CC,9712261400,97,12,14,8,5,5,111,0,1,3,1,2,50,2,3,2,4,12,1,4,1,1,6,9,1,1
CD100287,2,CD,9712271840,97,12,18,10,7,6,112,0,2,3,2,2,50,2,5,2,4,13,1,3,1,1,7,9,3,1
CH101632,2,CH,9712261810,97,12,18,10,7,5,115,0,1,2,2,2,50,1,1,2,4,13,1,6,1,1,3,14,1,2
CI029661,2,CI,9712260839,97,12,8,5,3,5,110,0,1,3,1,2,50,1,1,2,2,16,1,6,1,1,4,5,1,1
C8104146,2,C8,9712262245,97,12,22,12,8,5,106,0,1,3,2,2,50,1,1,2,2,16,1,1,1,1,6,9,2,1
C7103286,2,C7,9712281225,97,12,12,7,5,7,104,0,2,3,1,2,50,1,1,2,4,16,1,5,1,1,4,11,1,1
C7103582,2,C7,9712300910,97,12,9,5,4,2,104,0,1,1,1,2,50,1,1,1,1,15,1,4,1,1,6,9,1,1
C6104251,2,C6,9712301112,97,12,11,6,4,2,108,0,1,1,1,2,50,1,4,1,4,9,2,9,4,3,8,16,3,1
C5100352,2,C5,9712270225,97,12,2,2,1,6,103,0,2,3,2,2,50,1,1,2,1,15,1,3,1,1,6,9,1,1
C7103575,2,C7,9712271520,97,12,15,8,6,6,104,0,1,3,1,2,40,1,1,2,4,15,1,2,1,1,6,9,1,1
CF100752,2,CF,9712251725,97,12,17,9,6,4,116,0,1,3,2,2,50,1,1,2,1,3,2,3,1,1,6,9,1,1
CF100752,2,CF,9712251725,97,12,17,9,6,4,116,0,1,3,2,2,50,1,1,2,1,3,1,9,4,3,8,20,3,2
CG100952,2,CG,9712270845,97,12,8,5,3,6,114,0,1,3,1,2,50,1,1,2,4,16,1,3,1,4,6,9,1,1
CE102474,2,CE,9712272245,97,12,22,12,8,6,116,0,2,3,2,2,50,1,1,2,1,15,2,2,1,1,6,9,1,1
C9101003,2,C9,9712301040,97,12,10,6,4,2,100,0,1,1,1,2,50,1,1,1,4,9,1,5,4,3,8,20,3,1
C8101314,2,C8,9712300550,97,12,5,3,2,2,106,0,2,1,2,2,50,1,1,1,2,13,1,6,3,4,6,14,1,1
CI025034,2,CI,9701111330,97,1,13,7,5,5,110,0,1,3,1,2,50,2,4,2,4,17,2,5,4,3,7,5,3,1
C6003152,2,C6,9702161200,97,2,12,7,5,6,108,0,2,3,1,2,50,1,7,2,2,3,2,2,4,3,8,16,3,2
CI025594,2,CI,9702182350,97,2,23,12,8,1,110,0,1,1,2,2,50,2,4,1,4,12,1,5,1,1,4,9,1,2
C5000753,2,C5,9702162215,97,2,22,12,8,6,103,0,1,3,2,2,80,4,2,2,4,13,1,4,1,1,3,21,4,2
CG042267,2,CG,9701311640,97,1,16,9,6,4,114,0,3,1,1,2,50,1,1,1,2,17,2,8,1,1,3,6,1,1
C7007464,2,C7,9702131130,97,2,11,6,4,3,104,0,1,2,1,2,50,1,1,2,3,16,1,8,1,1,3,15,4,2
CB020222,2,CB,9702052247,97,2,22,12,8,2,105,0,2,1,2,2,50,2,3,1,4,13,1,3,1,1,6,21,4,2
CE038505,2,CE,9702221520,97,2,15,8,6,5,116,0,1,3,1,2,50,2,4,2,4,12,1,3,1,1,6,9,2,1
CE038505,2,CE,9702221520,97,2,15,8,6,5,116,0,1,3,1,2,50,2,4,2,4,12,2,8,1,3,8,15,3,2
CF039417,2,CF,9702221450,97,2,14,8,5,5,116,0,1,3,1,2,50,1,1,2,2,13,1,3,3,4,6,14,1,1
C8010912,2,C8,9702052130,97,2,21,11,8,2,106,0,1,1,2,2,50,1,1,1,2,3,1,5,1,1,3,9,4,2
CH040529,2,CH,9702141525,97,2,15,8,6,4,115,0,2,1,1,2,40,1,1,1,4,15,2,8,1,1,8,20,3,2
C7006895,2,C7,9702170710,97,2,7,4,3,7,104,0,1,2,1,2,50,1,1,2,4,16,1,3,1,1,4,11,4,2
CG041715,2,CG,9702211200,97,2,12,7,5,4,114,0,1,3,1,2,50,1,1,2,1,14,1,3,1,1,5,2,1,1
C8011069,2,C8,9702210100,97,2,1,1,1,4,106,0,5,2,2,2,50,1,1,2,1,16,1,3,1,1,3,9,1,1
CD035734,2,CD,9702172230,97,2,22,12,8,7,112,0,1,1,2,2,50,1,1,1,2,15,1,1,1,1,6,21,4,2
C8012755,2,C8,9702221820,97,2,18,10,7,5,106,0,1,3,2,2,40,2,4,2,4,2,1,4,4,3,8,16,3,2
C5000792,2,C5,9703061935,97,3,19,10,7,4,103,0,2,3,2,2,50,2,4,2,4,17,2,2,1,3,8,20,3,2
